F1,F2,F3,F1_s,F2_s,F3_s,error,time,max_formant,n_formant,smooth_method,file_name,id,group,label,F4,F4_s
511.5640186544756,1349.2310846913217,3268.954995625113,543.7023327823222,1386.486639176688,3231.1144844146575,0.0012330473998819176,0.04550000000000967,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
531.1615751909364,1333.021926046554,3204.0576507980127,546.2699829859365,1379.2205913848927,3195.870352491402,0.0012330473998819176,0.04750000000000967,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
549.9442096923335,1325.7617175274127,3148.4170764221444,549.459373165479,1372.4456383258112,3153.235368644883,0.0012330473998819176,0.049500000000009675,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
565.098242185514,1326.3749296818933,3107.580924779907,553.2205339445316,1366.2672693828613,3103.9464372306143,0.0012330473998819176,0.05150000000000968,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
575.6091275540073,1336.0660903390076,3059.1314584298175,557.461408389633,1360.7408180075126,3049.189645032516,0.0012330473998819176,0.05350000000000968,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
582.4788614835597,1361.090435796356,2999.4119816264515,562.0508086693711,1355.8719458068454,2990.528202001137,0.0012330473998819176,0.055500000000009674,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
584.9254365713489,1398.385439785769,2944.5108886334574,566.8240306948261,1351.620288671081,2929.798659854274,0.0012330473998819176,0.057500000000009675,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
583.4861443560721,1406.1013368174538,2885.371904470514,571.5907504909719,1347.9058759212933,2868.9838027686123,0.0012330473998819176,0.05950000000000968,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
580.4605058004488,1377.9130906894209,2792.054906541897,576.1446731577437,1344.6177543619365,2810.07258073093,0.0012330473998819176,0.06150000000000968,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
578.2133596408395,1352.7545844894464,2672.3747433437557,580.2742940043437,1341.6241182790427,2754.9185607659083,0.0012330473998819176,0.06350000000000967,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
578.4728676272371,1335.7306112419947,2585.577148445333,583.7740690728957,1338.7831722798387,2705.1085110356717,0.0012330473998819176,0.06550000000000968,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
582.0008970782538,1327.1528002457658,2588.1271138347342,586.4552821429576,1335.953940198657,2661.8518961488453,0.0012330473998819176,0.06750000000000968,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
585.5098876176907,1322.941518634252,2627.302003836037,588.1559366247753,1333.0062790003701,2625.900319917827,0.0012330473998819176,0.06950000000000967,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
586.5729807600411,1319.7528123585864,2652.6631096800747,588.7490887252603,1329.8294559258516,2597.503451766927,0.0012330473998819176,0.07150000000000967,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
584.8771917845044,1316.0507263710992,2654.9662025835078,588.1491646238131,1326.3387901789697,2576.404926511258,0.0012330473998819176,0.07350000000000967,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
580.7081519128735,1311.305364486669,2635.3921874017965,586.3159580949757,1322.4800341948646,2561.8783718328405,0.0012330473998819176,0.07550000000000967,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
575.6956269884347,1306.970209074312,2602.367025591394,583.256173246614,1318.2313588565066,2552.800375226048,0.0012330473998819176,0.07750000000000967,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
571.3758371210084,1304.3821637287945,2573.5079383934617,579.0225462957629,1313.6029960965914,2547.754134560509,0.0012330473998819176,0.07950000000000967,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
567.6412814271533,1303.4371799466471,2555.6746954903238,573.7107374962148,1308.6347658757932,2545.1550022599367,0.0012330473998819176,0.08150000000000968,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
563.970426349823,1302.7378171631117,2545.452811436079,567.4543178677172,1303.3918591478437,2543.3873455366534,0.0012330473998819176,0.08350000000000968,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
559.075586197765,1300.9931584645165,2537.1857049429864,560.4182760621821,1297.9593536022235,2540.9412538255688,0.0012330473998819176,0.08550000000000968,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
552.2721900699861,1297.9924148938094,2525.047727640182,552.7915324333638,1292.4359979309056,2536.5377031254943,0.0012330473998819176,0.08750000000000968,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
545.0970594761327,1294.087418509704,2506.2174350781665,544.7789675498826,1286.9278105011897,2529.2318267311452,0.0012330473998819176,0.08950000000000968,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
