param,F1,F2,F3,error,file_name,id,group,label,max_formant,speaker_num,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
2,-24.566788608021245,2.101133481070144,25.46072626312414,0.0010923812891012472,josef-fruehwald_speaker,0-0-203-1,group_0,ae,5989.74358974359,1,4,that,1,0.17999999999999972,thought,"",DH,T,DH,T,internal
3,-9.806569175185732,-8.883370642719658,6.961467202547662,0.0010923812891012472,josef-fruehwald_speaker,0-0-203-1,group_0,ae,5989.74358974359,1,4,that,1,0.17999999999999972,thought,"",DH,T,DH,T,internal
4,-3.665771480943947,1.627763485186916,9.432722937632725,0.0010923812891012472,josef-fruehwald_speaker,0-0-203-1,group_0,ae,5989.74358974359,1,4,that,1,0.17999999999999972,thought,"",DH,T,DH,T,internal
0,394.37310092601655,1086.7829551018074,1619.4872888150926,0.0000484238990340097,josef-fruehwald_speaker,0-0-225-1,group_0,ae,5641.025641025641,1,4,that,1,0.09000000000000341,found,it,DH,T,DH,T,internal
1,-21.95291540457594,-8.403177070341329,48.66561502201143,0.0000484238990340097,josef-fruehwald_speaker,0-0-225-1,group_0,ae,5641.025641025641,1,4,that,1,0.09000000000000341,found,it,DH,T,DH,T,internal
2,-14.161306348064418,-3.333610627109534,12.048229347122291,0.0000484238990340097,josef-fruehwald_speaker,0-0-225-1,group_0,ae,5641.025641025641,1,4,that,1,0.09000000000000341,found,it,DH,T,DH,T,internal
3,-3.0045236566762403,-7.462750588145684,-9.10235513610823,0.0000484238990340097,josef-fruehwald_speaker,0-0-225-1,group_0,ae,5641.025641025641,1,4,that,1,0.09000000000000341,found,it,DH,T,DH,T,internal
4,-1.3689887893142885,-3.574336039182987,-2.1992978065299575,0.0000484238990340097,josef-fruehwald_speaker,0-0-225-1,group_0,ae,5641.025641025641,1,4,that,1,0.09000000000000341,found,it,DH,T,DH,T,internal
0,478.02261404566076,1112.932699322922,1547.5075957563668,0.00018277399059576978,josef-fruehwald_speaker,0-0-233-4,group_0,ae,5466.666666666667,1,4,refraction,1,0.12000000000000455,but,"",R,K,R,K,internal
1,-5.407988208410639,-36.113393921062695,-1.9698579538990775,0.00018277399059576978,josef-fruehwald_speaker,0-0-233-4,group_0,ae,5466.666666666667,1,4,refraction,1,0.12000000000000455,but,"",R,K,R,K,internal
2,-3.5129370785069676,-7.600548821407413,-19.73873036936436,0.00018277399059576978,josef-fruehwald_speaker,0-0-233-4,group_0,ae,5466.666666666667,1,4,refraction,1,0.12000000000000455,but,"",R,K,R,K,internal
3,-0.6234933349461618,-6.025608209993965,-7.195773262209713,0.00018277399059576978,josef-fruehwald_speaker,0-0-233-4,group_0,ae,5466.666666666667,1,4,refraction,1,0.12000000000000455,but,"",R,K,R,K,internal
4,-5.777211441802557,-2.8732405851951217,-4.26040333032922,0.00018277399059576978,josef-fruehwald_speaker,0-0-233-4,group_0,ae,5466.666666666667,1,4,refraction,1,0.12000000000000455,but,"",R,K,R,K,internal
0,434.5861092251383,1162.1739901328197,1570.604905544857,0.000059990657158588377,josef-fruehwald_speaker,0-0-286-0,group_0,ae,5641.025641025641,1,4,actual,1,0.09000000000000341,the,primary,#,K,@,K,initial
1,-13.96646276730752,31.94157282732679,39.89760142270519,0.000059990657158588377,josef-fruehwald_speaker,0-0-286-0,group_0,ae,5641.025641025641,1,4,actual,1,0.09000000000000341,the,primary,#,K,@,K,initial
2,-18.755393066568146,5.396835043942796,20.873175467908432,0.000059990657158588377,josef-fruehwald_speaker,0-0-286-0,group_0,ae,5641.025641025641,1,4,actual,1,0.09000000000000341,the,primary,#,K,@,K,initial
3,4.807626170903939,11.312712211678328,19.053785615964774,0.000059990657158588377,josef-fruehwald_speaker,0-0-286-0,group_0,ae,5641.025641025641,1,4,actual,1,0.09000000000000341,the,primary,#,K,@,K,initial
4,0.687650707324924,5.613311746472662,15.52368097029247,0.000059990657158588377,josef-fruehwald_speaker,0-0-286-0,group_0,ae,5641.025641025641,1,4,actual,1,0.09000000000000341,the,primary,#,K,@,K,initial
0,402.9664229009744,1105.7271866154672,1663.8031288365053,0.0001706312782209436,josef-fruehwald_speaker,0-0-332-0,group_0,ae,5292.307692307692,1,4,abnormally,0,0.0899999999999892,with,wide,#,B,TH,B,initial
1,-19.344250315646715,13.601287263605775,38.450940656812925,0.0001706312782209436,josef-fruehwald_speaker,0-0-332-0,group_0,ae,5292.307692307692,1,4,abnormally,0,0.0899999999999892,with,wide,#,B,TH,B,initial
2,-7.071533117720819,-5.079969004901178,12.818062027851102,0.0001706312782209436,josef-fruehwald_speaker,0-0-332-0,group_0,ae,5292.307692307692,1,4,abnormally,0,0.0899999999999892,with,wide,#,B,TH,B,initial
3,-2.5537120731965426,3.5610412061961143,10.635156087494574,0.0001706312782209436,josef-fruehwald_speaker,0-0-332-0,group_0,ae,5292.307692307692,1,4,abnormally,0,0.0899999999999892,with,wide,#,B,TH,B,initial
4,-5.321264186394139,-4.568967836135367,7.120167556273354,0.0001706312782209436,josef-fruehwald_speaker,0-0-332-0,group_0,ae,5292.307692307692,1,4,abnormally,0,0.0899999999999892,with,wide,#,B,TH,B,initial
0,284.5620112448094,1133.8904852346918,1605.6732556105965,0.00002480419795824014,josef-fruehwald_speaker,0-0-14-2,group_0,i,5641.025641025641,1,4,prism,1,0.0600000000000005,a,and,R,Z,R,Z,internal
1,10.439407867319616,-0.6604707579325135,-55.41418632137265,0.00002480419795824014,josef-fruehwald_speaker,0-0-14-2,group_0,i,5641.025641025641,1,4,prism,1,0.0600000000000005,a,and,R,Z,R,Z,internal
2,-3.0842603392439303,-12.559711209649047,15.89645572796169,0.00002480419795824014,josef-fruehwald_speaker,0-0-14-2,group_0,i,5641.025641025641,1,4,prism,1,0.0600000000000005,a,and,R,Z,R,Z,internal
3,0.477163247219957,1.5459700610880958,-14.075166840581687,0.00002480419795824014,josef-fruehwald_speaker,0-0-14-2,group_0,i,5641.025641025641,1,4,prism,1,0.0600000000000005,a,and,R,Z,R,Z,internal
4,-0.9755561992661855,-2.390917386801913,0.9992692072387311,0.00002480419795824014,josef-fruehwald_speaker,0-0-14-2,group_0,i,5641.025641025641,1,4,prism,1,0.0600000000000005,a,and,R,Z,R,Z,internal
0,237.67015147669574,1287.5262103040238,1792.0017405773315,1.986496564798598e-6,josef-fruehwald_speaker,0-0-23-3,group_0,i,6687.179487179487,1,4,division,1,0.05999999999999872,a,of,V,ZH,V,ZH,internal
1,6.750091480663931,-11.587891607594843,-23.461634188275962,1.986496564798598e-6,josef-fruehwald_speaker,0-0-23-3,group_0,i,6687.179487179487,1,4,division,1,0.05999999999999872,a,of,V,ZH,V,ZH,internal
2,1.1738728509734377,-7.546113947772506,9.465641247691696,1.986496564798598e-6,josef-fruehwald_speaker,0-0-23-3,group_0,i,6687.179487179487,1,4,division,1,0.05999999999999872,a,of,V,ZH,V,ZH,internal
3,1.1069001837692884,-1.4954366727416508,3.207147462576697,1.986496564798598e-6,josef-fruehwald_speaker,0-0-23-3,group_0,i,6687.179487179487,1,4,division,1,0.05999999999999872,a,of,V,ZH,V,ZH,internal
4,0.25052913629364254,0.5338802021411782,-4.211334702600659,1.986496564798598e-6,josef-fruehwald_speaker,0-0-23-3,group_0,i,6687.179487179487,1,4,division,1,0.05999999999999872,a,of,V,ZH,V,ZH,internal
0,257.5288320744294,1185.9427145397574,1376.7297897976523,0.03794851374550491,josef-fruehwald_speaker,0-0-63-0,group_0,i,4071.794871794872,1,4,is,1,0.3100000000000023,there,"",#,Z,R,Z,initial
1,-4.937256664315237,-53.53574268880047,-11.495196334682404,0.03794851374550491,josef-fruehwald_speaker,0-0-63-0,group_0,i,4071.794871794872,1,4,is,1,0.3100000000000023,there,"",#,Z,R,Z,initial
2,5.439040021842884,-39.92854139021868,-61.474968019943276,0.03794851374550491,josef-fruehwald_speaker,0-0-63-0,group_0,i,4071.794871794872,1,4,is,1,0.3100000000000023,there,"",#,Z,R,Z,initial
3,5.917349037312991,9.467869890921394,-16.174714044608322,0.03794851374550491,josef-fruehwald_speaker,0-0-63-0,group_0,i,4071.794871794872,1,4,is,1,0.3100000000000023,there,"",#,Z,R,Z,initial
4,-0.2838463103931511,-26.71368207450742,-28.22123092666362,0.03794851374550491,josef-fruehwald_speaker,0-0-63-0,group_0,i,4071.794871794872,1,4,is,1,0.3100000000000023,there,"",#,Z,R,Z,initial
0,273.02758696914697,1424.8462911654565,1676.8898325427813,0.000011592465964414094,josef-fruehwald_speaker,0-0-65-5,group_0,i,5989.74358974359,1,4,according,0,0.05000000000000071,"",to,D,NG,D,NG,internal
1,8.103330999659272,-33.34818534267906,-13.476661165298143,0.000011592465964414094,josef-fruehwald_speaker,0-0-65-5,group_0,i,5989.74358974359,1,4,according,0,0.05000000000000071,"",to,D,NG,D,NG,internal
2,-1.3036630450182058,3.2375660076453188,2.6372729209486674,0.000011592465964414094,josef-fruehwald_speaker,0-0-65-5,group_0,i,5989.74358974359,1,4,according,0,0.05000000000000071,"",to,D,NG,D,NG,internal
3,-0.07109820315671854,-3.3062529377158167,-2.3645304776352405,0.000011592465964414094,josef-fruehwald_speaker,0-0-65-5,group_0,i,5989.74358974359,1,4,according,0,0.05000000000000071,"",to,D,NG,D,NG,internal
4,-0.9349321095016744,-0.9323254277915662,0.7519739729545986,0.000011592465964414094,josef-fruehwald_speaker,0-0-65-5,group_0,i,5989.74358974359,1,4,according,0,0.05000000000000071,"",to,D,NG,D,NG,internal
0,242.79238479710028,1132.7728447795,2446.2996510152375,0.000028513214092783926,josef-fruehwald_speaker,0-0-70-3,group_0,i,6512.820512820513,1,4,boiling,0,0.05000000000000071,a,pot,L,NG,L,NG,internal
1,6.503371640444767,-62.16289673958869,-18.25413737522134,0.000028513214092783926,josef-fruehwald_speaker,0-0-70-3,group_0,i,6512.820512820513,1,4,boiling,0,0.05000000000000071,a,pot,L,NG,L,NG,internal
2,2.464818911479732,8.515660203504435,-5.6315874949431475,0.000028513214092783926,josef-fruehwald_speaker,0-0-70-3,group_0,i,6512.820512820513,1,4,boiling,0,0.05000000000000071,a,pot,L,NG,L,NG,internal
3,-0.5278326245735492,-10.138006151845188,9.562717869414977,0.000028513214092783926,josef-fruehwald_speaker,0-0-70-3,group_0,i,6512.820512820513,1,4,boiling,0,0.05000000000000071,a,pot,L,NG,L,NG,internal
4,-2.2995536342553726,-5.666828513899344,-6.106358176579321,0.000028513214092783926,josef-fruehwald_speaker,0-0-70-3,group_0,i,6512.820512820513,1,4,boiling,0,0.05000000000000071,a,pot,L,NG,L,NG,internal
0,280.43569669285137,1177.3727489761181,1698.619144770349,0.00027780352482808537,josef-fruehwald_speaker,0-0-86-0,group_0,i,5989.74358974359,1,4,it,0,0.08999999999999986,finds,"",#,T,Z,T,initial
1,-7.163828524674427,-22.187957216252347,-15.749604645588077,0.00027780352482808537,josef-fruehwald_speaker,0-0-86-0,group_0,i,5989.74358974359,1,4,it,0,0.08999999999999986,finds,"",#,T,Z,T,initial
2,-4.551256373357488,0.7875989148181115,6.551532032492757,0.00027780352482808537,josef-fruehwald_speaker,0-0-86-0,group_0,i,5989.74358974359,1,4,it,0,0.08999999999999986,finds,"",#,T,Z,T,initial
3,-6.720996075021495,-2.963302538551884,-3.4135801925900835,0.00027780352482808537,josef-fruehwald_speaker,0-0-86-0,group_0,i,5989.74358974359,1,4,it,0,0.08999999999999986,finds,"",#,T,Z,T,initial
4,3.6863734470148763,-0.3780987008194732,4.611905554141125,0.00027780352482808537,josef-fruehwald_speaker,0-0-86-0,group_0,i,5989.74358974359,1,4,it,0,0.08999999999999986,finds,"",#,T,Z,T,initial
0,256.65678053299473,1212.2511272889312,1688.426610997115,0.00029692950479353,josef-fruehwald_speaker,0-0-95-1,group_0,i,5815.384615384615,1,4,his,0,0.08999999999999986,beyond,reach,HH,Z,HH,Z,internal
1,2.8485798704373777,3.4314159848563217,0.5326352660858339,0.00029692950479353,josef-fruehwald_speaker,0-0-95-1,group_0,i,5815.384615384615,1,4,his,0,0.08999999999999986,beyond,reach,HH,Z,HH,Z,internal
2,-4.491940630274332,-11.669600380716926,20.81001552067471,0.00029692950479353,josef-fruehwald_speaker,0-0-95-1,group_0,i,5815.384615384615,1,4,his,0,0.08999999999999986,beyond,reach,HH,Z,HH,Z,internal
3,-2.368923478525427,4.119876467526672,5.777198140390211,0.00029692950479353,josef-fruehwald_speaker,0-0-95-1,group_0,i,5815.384615384615,1,4,his,0,0.08999999999999986,beyond,reach,HH,Z,HH,Z,internal
4,-3.7058839125259406,-0.3584121709654822,7.269125109445367,0.00029692950479353,josef-fruehwald_speaker,0-0-95-1,group_0,i,5815.384615384615,1,4,his,0,0.08999999999999986,beyond,reach,HH,Z,HH,Z,internal
0,224.0797583474719,1252.9105778276962,1732.2491839048841,1.6737199639355228e-6,josef-fruehwald_speaker,0-0-102-0,group_0,i,6338.461538461539,1,4,is,0,0.05999999999999872,he,looking,#,Z,iyF,Z,initial
1,-0.41150209036831953,78.10590837079482,-1.5553893273755162,1.6737199639355228e-6,josef-fruehwald_speaker,0-0-102-0,group_0,i,6338.461538461539,1,4,is,0,0.05999999999999872,he,looking,#,Z,iyF,Z,initial
2,0.5518872236252429,1.6533474450741608,4.943315949119441,1.6737199639355228e-6,josef-fruehwald_speaker,0-0-102-0,group_0,i,6338.461538461539,1,4,is,0,0.05999999999999872,he,looking,#,Z,iyF,Z,initial
3,-0.014586221774100976,14.020750449604769,-2.521261017173465,1.6737199639355228e-6,josef-fruehwald_speaker,0-0-102-0,group_0,i,6338.461538461539,1,4,is,0,0.05999999999999872,he,looking,#,Z,iyF,Z,initial
4,0.03417392547214002,1.7520000082862228,-0.05923762389942004,1.6737199639355228e-6,josef-fruehwald_speaker,0-0-102-0,group_0,i,6338.461538461539,1,4,is,0,0.05999999999999872,he,looking,#,Z,iyF,Z,initial
0,286.2966142490085,1210.5966786057547,1797.674836436778,0.00015284414043940044,josef-fruehwald_speaker,0-0-133-0,group_0,i,5989.74358974359,1,4,it,0,0.11999999999999744,accepted,"",#,T,D,T,initial
1,3.162280839977794,-4.187500502282907,4.204531591371642,0.00015284414043940044,josef-fruehwald_speaker,0-0-133-0,group_0,i,5989.74358974359,1,4,it,0,0.11999999999999744,accepted,"",#,T,D,T,initial
2,-6.086510685283088,1.2098444602949685,-3.82476720681161,0.00015284414043940044,josef-fruehwald_speaker,0-0-133-0,group_0,i,5989.74358974359,1,4,it,0,0.11999999999999744,accepted,"",#,T,D,T,initial
3,4.031238952151183,-1.3260702048843376,-2.8724772514244035,0.00015284414043940044,josef-fruehwald_speaker,0-0-133-0,group_0,i,5989.74358974359,1,4,it,0,0.11999999999999744,accepted,"",#,T,D,T,initial
4,-2.59122843711788,-2.038249326057915,-4.3022890884994505,0.00015284414043940044,josef-fruehwald_speaker,0-0-133-0,group_0,i,5989.74358974359,1,4,it,0,0.11999999999999744,accepted,"",#,T,D,T,initial
0,284.73657133956715,1151.4343928762858,1655.4685473003658,7.361283700556637e-6,josef-fruehwald_speaker,0-0-140-1,group_0,i,5641.025641025641,1,4,physical,1,0.07000000000000028,without,explanation,F,Z,F,Z,internal
1,13.002206982685129,-15.440272442644316,-55.48653022201654,7.361283700556637e-6,josef-fruehwald_speaker,0-0-140-1,group_0,i,5641.025641025641,1,4,physical,1,0.07000000000000028,without,explanation,F,Z,F,Z,internal
2,-1.7570726208156453,-9.738998896247569,-3.8942533583372665,7.361283700556637e-6,josef-fruehwald_speaker,0-0-140-1,group_0,i,5641.025641025641,1,4,physical,1,0.07000000000000028,without,explanation,F,Z,F,Z,internal
3,-0.39079365531315174,1.6558579386554866,-6.215167377539386,7.361283700556637e-6,josef-fruehwald_speaker,0-0-140-1,group_0,i,5641.025641025641,1,4,physical,1,0.07000000000000028,without,explanation,F,Z,F,Z,internal
4,-0.6313393072299266,-1.3537324988939583,-2.65982300339294,7.361283700556637e-6,josef-fruehwald_speaker,0-0-140-1,group_0,i,5641.025641025641,1,4,physical,1,0.07000000000000028,without,explanation,F,Z,F,Z,internal
0,239.9406929176039,1248.9891428698543,1607.123350502985,0.000023199465525157478,josef-fruehwald_speaker,0-0-166-5,group_0,i,5989.74358974359,1,4,norsemen,0,0.05000000000000426,the,considered,M,N,M,N,internal
1,9.514781301207702,-64.09097732178793,-5.124769208012623,0.000023199465525157478,josef-fruehwald_speaker,0-0-166-5,group_0,i,5989.74358974359,1,4,norsemen,0,0.05000000000000426,the,considered,M,N,M,N,internal
2,-4.489664883924141,-12.259369107367766,-3.090564118372695,0.000023199465525157478,josef-fruehwald_speaker,0-0-166-5,group_0,i,5989.74358974359,1,4,norsemen,0,0.05000000000000426,the,considered,M,N,M,N,internal
3,-1.951546009826749,1.326574755747434,3.632438835763762,0.000023199465525157478,josef-fruehwald_speaker,0-0-166-5,group_0,i,5989.74358974359,1,4,norsemen,0,0.05000000000000426,the,considered,M,N,M,N,internal
4,-1.2781528029297273,0.4309596946648151,-5.449704299125796,0.000023199465525157478,josef-fruehwald_speaker,0-0-166-5,group_0,i,5989.74358974359,1,4,norsemen,0,0.05000000000000426,the,considered,M,N,M,N,internal
0,283.87340969349054,1122.5264287169186,1736.0425542784408,0.00012455142515364423,josef-fruehwald_speaker,0-0-167-4,group_0,i,5989.74358974359,1,4,considered,1,0.05999999999999517,norsemen,the,S,D,S,D,internal
1,-7.090469862053709,1.0235559824082003,-2.7350364481987834,0.00012455142515364423,josef-fruehwald_speaker,0-0-167-4,group_0,i,5989.74358974359,1,4,considered,1,0.05999999999999517,norsemen,the,S,D,S,D,internal
2,-6.743852379571394,-6.139378532989036,-0.37131746973366403,0.00012455142515364423,josef-fruehwald_speaker,0-0-167-4,group_0,i,5989.74358974359,1,4,considered,1,0.05999999999999517,norsemen,the,S,D,S,D,internal
3,-4.518651937845354,-2.1184130987607186,6.040777859462384,0.00012455142515364423,josef-fruehwald_speaker,0-0-167-4,group_0,i,5989.74358974359,1,4,considered,1,0.05999999999999517,norsemen,the,S,D,S,D,internal
4,-2.851233434893755,-1.6873474903431764,4.0283900677080835,0.00012455142515364423,josef-fruehwald_speaker,0-0-167-4,group_0,i,5989.74358974359,1,4,considered,1,0.05999999999999517,norsemen,the,S,D,S,D,internal
0,269.35410065144794,1270.5646584334972,1655.2609253184817,0.0021202567638694543,josef-fruehwald_speaker,0-0-172-2,group_0,i,5989.74358974359,1,4,bridge,1,0.14999999999999858,a,"",R,JH,R,JH,internal
1,-4.7608859571498146,-43.67203048043141,-85.03976552212117,0.0021202567638694543,josef-fruehwald_speaker,0-0-172-2,group_0,i,5989.74358974359,1,4,bridge,1,0.14999999999999858,a,"",R,JH,R,JH,internal
2,-3.3582789546444083,-27.590856672174155,-29.08208944031383,0.0021202567638694543,josef-fruehwald_speaker,0-0-172-2,group_0,i,5989.74358974359,1,4,bridge,1,0.14999999999999858,a,"",R,JH,R,JH,internal
3,-4.1668595568579505,-11.125372249538014,-17.15335883379749,0.0021202567638694543,josef-fruehwald_speaker,0-0-172-2,group_0,i,5989.74358974359,1,4,bridge,1,0.14999999999999858,a,"",R,JH,R,JH,internal
4,-4.680833485036287,-4.502908035152661,4.70347616878042,0.0021202567638694543,josef-fruehwald_speaker,0-0-172-2,group_0,i,5989.74358974359,1,4,bridge,1,0.14999999999999858,a,"",R,JH,R,JH,internal
0,308.3603389815293,1254.5532625428882,1700.7708556204818,0.0028247606579822645,josef-fruehwald_speaker,0-0-186-0,group_0,i,5641.025641025641,1,4,in,0,0.14000000000000057,home,the,#,N,M,N,initial
1,5.499637862958856,-42.178523883433705,-32.193775681332,0.0028247606579822645,josef-fruehwald_speaker,0-0-186-0,group_0,i,5641.025641025641,1,4,in,0,0.14000000000000057,home,the,#,N,M,N,initial
2,-6.254375785970679,-27.8523588757088,-5.600660453707215,0.0028247606579822645,josef-fruehwald_speaker,0-0-186-0,group_0,i,5641.025641025641,1,4,in,0,0.14000000000000057,home,the,#,N,M,N,initial
3,-1.3500083551062068,1.2397132789043883,0.48396540953121026,0.0028247606579822645,josef-fruehwald_speaker,0-0-186-0,group_0,i,5641.025641025641,1,4,in,0,0.14000000000000057,home,the,#,N,M,N,initial
4,-4.130125528378906,-3.271323432945122,-5.508862273477014,0.0028247606579822645,josef-fruehwald_speaker,0-0-186-0,group_0,i,5641.025641025641,1,4,in,0,0.14000000000000057,home,the,#,N,M,N,initial
0,329.26051015230234,1182.7721258193478,1699.1933361303431,0.00006771499414236613,josef-fruehwald_speaker,0-0-199-1,group_0,i,5117.948717948718,1,4,physically,1,0.07000000000000028,"","",F,Z,F,Z,internal
1,6.800942033017421,-8.404192224405074,-32.57509189188484,0.00006771499414236613,josef-fruehwald_speaker,0-0-199-1,group_0,i,5117.948717948718,1,4,physically,1,0.07000000000000028,"","",F,Z,F,Z,internal
2,-8.94649206930973,-19.511293559694337,-26.588029605651023,0.00006771499414236613,josef-fruehwald_speaker,0-0-199-1,group_0,i,5117.948717948718,1,4,physically,1,0.07000000000000028,"","",F,Z,F,Z,internal
3,-1.4853636669829888,-1.4488296626251305,-10.31783932663208,0.00006771499414236613,josef-fruehwald_speaker,0-0-199-1,group_0,i,5117.948717948718,1,4,physically,1,0.07000000000000028,"","",F,Z,F,Z,internal
4,-4.882517069092925,-2.7037855288759056,-3.6034771060691284,0.00006771499414236613,josef-fruehwald_speaker,0-0-199-1,group_0,i,5117.948717948718,1,4,physically,1,0.07000000000000028,"","",F,Z,F,Z,internal
0,308.8250379123539,945.5958457415015,1104.5256168664616,0.0001101940026010137,josef-fruehwald_speaker,0-0-210-1,group_0,i,4594.871794871795,1,4,reflection,0,0.060000000000002274,by,"",R,F,R,F,internal
1,1.021201961310182,-11.451623125582616,-30.498914433278703,0.0001101940026010137,josef-fruehwald_speaker,0-0-210-1,group_0,i,4594.871794871795,1,4,reflection,0,0.060000000000002274,by,"",R,F,R,F,internal
2,-1.9395111658550919,1.5915862705000592,5.450516885506569,0.0001101940026010137,josef-fruehwald_speaker,0-0-210-1,group_0,i,4594.871794871795,1,4,reflection,0,0.060000000000002274,by,"",R,F,R,F,internal
3,-0.2886977528669786,2.4794327844154522,0.7797153600046778,0.0001101940026010137,josef-fruehwald_speaker,0-0-210-1,group_0,i,4594.871794871795,1,4,reflection,0,0.060000000000002274,by,"",R,F,R,F,internal
4,-1.1959557131417382,-1.3718279495488634,4.887791956618797,0.0001101940026010137,josef-fruehwald_speaker,0-0-210-1,group_0,i,4594.871794871795,1,4,reflection,0,0.060000000000002274,by,"",R,F,R,F,internal
0,272.2775228228792,1121.3853481247843,1801.2707102042932,0.0001917774280048829,josef-fruehwald_speaker,0-0-222-5,group_0,i,5466.666666666667,1,4,physicists,0,0.07000000000000739,then,have,S,S,S,S,internal
1,-8.304161527369015,-7.478073028934296,2.0775413400171425,0.0001917774280048829,josef-fruehwald_speaker,0-0-222-5,group_0,i,5466.666666666667,1,4,physicists,0,0.07000000000000739,then,have,S,S,S,S,internal
2,-13.426646676716336,8.755320903074292,-3.988468413470735,0.0001917774280048829,josef-fruehwald_speaker,0-0-222-5,group_0,i,5466.666666666667,1,4,physicists,0,0.07000000000000739,then,have,S,S,S,S,internal
3,-3.89120701073872,1.4264422549353113,2.088204285327942,0.0001917774280048829,josef-fruehwald_speaker,0-0-222-5,group_0,i,5466.666666666667,1,4,physicists,0,0.07000000000000739,then,have,S,S,S,S,internal
4,-3.7809851629528177,2.3072567325480824,3.177070679063662,0.0001917774280048829,josef-fruehwald_speaker,0-0-222-5,group_0,i,5466.666666666667,1,4,physicists,0,0.07000000000000739,then,have,S,S,S,S,internal
0,254.07408164576935,1299.9406642051215,1725.189650745416,0.00011424726730231691,josef-fruehwald_speaker,0-0-226-0,group_0,i,5466.666666666667,1,4,it,1,0.09000000000000341,that,is,#,T,T,T,initial
1,7.500711428420849,-4.017270713514581,-1.5921941063633824,0.00011424726730231691,josef-fruehwald_speaker,0-0-226-0,group_0,i,5466.666666666667,1,4,it,1,0.09000000000000341,that,is,#,T,T,T,initial
2,-6.185137366070092,-2.8013052889770083,6.656743067824092,0.00011424726730231691,josef-fruehwald_speaker,0-0-226-0,group_0,i,5466.666666666667,1,4,it,1,0.09000000000000341,that,is,#,T,T,T,initial
3,-3.6081289751390933,-3.8803950753144454,2.997655069248464,0.00011424726730231691,josef-fruehwald_speaker,0-0-226-0,group_0,i,5466.666666666667,1,4,it,1,0.09000000000000341,that,is,#,T,T,T,initial
4,-0.002509527894373948,-1.5272510042492644,9.2737812309336,0.00011424726730231691,josef-fruehwald_speaker,0-0-226-0,group_0,i,5466.666666666667,1,4,it,1,0.09000000000000341,that,is,#,T,T,T,initial
0,244.95181115351315,1080.998048804164,1719.7314197061055,0.000019656950513589783,josef-fruehwald_speaker,0-0-240-3,group_0,i,5815.384615384615,1,4,causes,0,0.0799999999999983,which,the,Z,Z,Z,Z,internal
1,1.2663405571833541,6.39122686874696,-7.377278445676831,0.000019656950513589783,josef-fruehwald_speaker,0-0-240-3,group_0,i,5815.384615384615,1,4,causes,0,0.0799999999999983,which,the,Z,Z,Z,Z,internal
2,-1.6593375399930672,-2.476923020235737,3.6582918791214754,0.000019656950513589783,josef-fruehwald_speaker,0-0-240-3,group_0,i,5815.384615384615,1,4,causes,0,0.0799999999999983,which,the,Z,Z,Z,Z,internal
3,1.9441484555613582,4.291289151914401,-0.6753872848554773,0.000019656950513589783,josef-fruehwald_speaker,0-0-240-3,group_0,i,5815.384615384615,1,4,causes,0,0.0799999999999983,which,the,Z,Z,Z,Z,internal
4,-0.12052871690855,1.6153589107433062,-0.009453520345161977,0.000019656950513589783,josef-fruehwald_speaker,0-0-240-3,group_0,i,5815.384615384615,1,4,causes,0,0.0799999999999983,which,the,Z,Z,Z,Z,internal
0,292.7230567721237,1280.5161875303643,1792.5336760941143,0.00004696473499077392,josef-fruehwald_speaker,0-0-255-1,group_0,i,6861.538461538462,1,4,difference,1,0.07000000000000739,the,in,D,F,D,F,internal
1,-22.346201755869707,28.219210162721847,76.5639885904361,0.00004696473499077392,josef-fruehwald_speaker,0-0-255-1,group_0,i,6861.538461538462,1,4,difference,1,0.07000000000000739,the,in,D,F,D,F,internal
2,-4.20301127739246,-13.981212717779243,-12.260706353479382,0.00004696473499077392,josef-fruehwald_speaker,0-0-255-1,group_0,i,6861.538461538462,1,4,difference,1,0.07000000000000739,the,in,D,F,D,F,internal
3,-1.3682303565824736,10.37810639415846,10.135394355789495,0.00004696473499077392,josef-fruehwald_speaker,0-0-255-1,group_0,i,6861.538461538462,1,4,difference,1,0.07000000000000739,the,in,D,F,D,F,internal
4,0.5899386527585149,-6.589568457230726,-8.753665794960597,0.00004696473499077392,josef-fruehwald_speaker,0-0-255-1,group_0,i,6861.538461538462,1,4,difference,1,0.07000000000000739,the,in,D,F,D,F,internal
0,260.1746656239484,1360.6988876710561,1699.9327323336556,0.002033116683814182,josef-fruehwald_speaker,0-0-276-0,group_0,i,4769.2307692307695,1,4,increases,0,0.13000000000000966,band,as,#,N,D,N,initial
1,2.0535858861096985,-51.547697739332705,27.021466074106243,0.002033116683814182,josef-fruehwald_speaker,0-0-276-0,group_0,i,4769.2307692307695,1,4,increases,0,0.13000000000000966,band,as,#,N,D,N,initial
2,-7.148011970054699,-0.5218628834907141,-21.43186454449479,0.002033116683814182,josef-fruehwald_speaker,0-0-276-0,group_0,i,4769.2307692307695,1,4,increases,0,0.13000000000000966,band,as,#,N,D,N,initial
3,11.62190012051024,-10.84974510836899,1.7839347347236305,0.002033116683814182,josef-fruehwald_speaker,0-0-276-0,group_0,i,4769.2307692307695,1,4,increases,0,0.13000000000000966,band,as,#,N,D,N,initial
